,8,32,33,5,6,22,7,24,28,31,59,60,34,35,36,38,39,40,41
8,0.0,551.6826996696235,963.9099668923259,1506.716790648245,996.0897050240324,1405.8540062731702,773.5235172193752,962.1465168902521,748.3697938161271,1266.561124694379,1600.6796875000011,1372.4451901566017,1163.5135579293342,1227.4243466299854,1290.9855967078195,1440.4606299212608,1278.8319641523503,1723.378881987578,1356.5310152990244
32,569.6443004496062,0.0,664.5187270973875,1699.686908517351,1357.1422173398598,1515.166666666666,1102.9177537861624,1056.3152918931698,494.4929192504192,981.3180076628363,1262.3125,1110.8727598566306,827.0484429065738,995.9365079365039,1130.4260355029583,1280.493307839387,1065.3400809716597,1582.7230769230764,1181.0426479949022
33,1079.0283634338189,737.7981125313561,0.0,2105.6201117318433,1747.915562913907,1972.0179640718552,1603.539814814814,1544.0011547344113,893.7019121329382,802.5490196078432,1009.4044943820231,698.9419354838702,481.58344733242154,645.1877486077951,1022.3060344827595,939.1819371727752,976.2116504854353,1354.2357142857143,1050.304157549235
5,1448.2057553956838,1645.7356321839084,1886.5238095238087,0.0,778.3916449086174,1178.960227272727,1121.225806451613,1280.803278688525,1699.561594202898,1911.4000000000005,2363.4,2346.6000000000004,2034.0869565217386,1810.7906976744187,1817.1428571428573,1861.153846153846,1876.9166666666665,1411.0,2096.2857142857138
6,874.2754767060109,1104.453064798596,1508.0758533501898,792.6689019279123,0.0,1241.5580808080808,625.2379278445844,1334.1674107142828,1511.5384829119182,1812.8365384615383,1676.8780487804881,1669.651515151515,1651.3571428571443,1644.6641791044792,1549.8442622950827,1591.072463768115,1409.2891566265066,1516.8421052631575,1617.142361111111
22,1236.1885830784881,1329.7423822714682,1729.6136363636365,1164.5486725663714,1120.8240223463695,0.0,985.8318584070797,902.0214797136028,1333.0602006688964,1966.969696969698,1857.631578947368,1876.4166666666665,1746.060606060606,1915.9069767441854,1713.3684210526308,1793.5689655172407,1458.7192982456136,1657.071428571429,1480.3513513513512
7,700.9013113525688,964.3450568303651,1323.5349264705883,1204.3968253968264,681.0414543770261,1040.2812135355896,0.0,995.6481213872852,1209.7221693625113,1785.873015873015,1747.3000000000002,1728.1428571428573,1640.5000000000002,1737.2727272727273,1643.868852459016,1626.5868544600942,1696.648000000002,1773.0399999999995,1608.2481203007528
24,799.579434697852,899.3941456773305,1337.1072796934857,1301.7053571428567,1346.4646766169144,874.0569744597244,968.4582843713282,0.0,759.1238304898172,1256.3157894736835,1775.7833333333333,1385.2666666666667,1476.8390804597707,1313.7938931297722,1803.1739130434778,1640.7835051546394,1511.5483870967735,1769.1666666666667,1505.5842696629213
28,727.3612487165177,474.1308409037933,825.2841197361723,1636.6702127659585,1555.716361464963,1352.5788352272725,1214.0007857002477,865.7533345857543,0.0,801.4161331626119,1213.349462365591,1020.6013667425952,816.7209062821845,1152.1717948717912,1189.5907990314786,1355.7261261261253,1371.6596194503175,1469.242774566474,1327.2691082802498
31,1404.64606741573,1023.3473053892212,964.0869565217396,1624.5454545454543,1911.8947368421052,2049.04347826087,1955.0810810810813,1216.7428571428577,914.265780730897,0.0,849.1071428571428,728.5555555555557,921.4615384615381,1097.8717948717951,1206.2941176470592,1466.9393939393938,1442.7647058823525,1814.875,1434.4444444444443
59,1766.1111111111113,1403.7499999999998,1193.0357142857151,3631.5,1590.772727272727,1552.5555555555554,1496.7142857142853,2000.7466666666662,1394.7272727272734,676.5757575757575,0.0,518.8846153846155,1416.1250000000002,1052.2641509433959,1330.5999999999995,1388.6,895.4181818181817,1105.2,1239.6666666666656
60,1663.212121212121,1296.8823529411768,967.0634920634918,2230.6666666666665,1807.5,2140.133333333333,1609.6875,1594.5789473684213,1137.5899999999997,531.6399999999999,771.4999999999999,0.0,611.6578947368421,1230.1836734693882,1444.4827586206898,1281.254901960784,1627.4000000000003,1622.0,1345.9090909090905
34,1366.078066914498,980.5142857142858,591.6654676259001,1977.4999999999998,1867.4374999999993,1759.8076923076922,1848.9487179487182,1860.872340425531,1056.242622950818,1041.8846153846157,1089.5384615384612,610.6999999999999,0.0,916.523809523809,1837.4347826086957,1089.7051282051286,1674.0303030303028,1290.1071428571427,1465.1176470588234
